Country name,Year,Number of deaths from drought,Number of deaths from earthquakes,Number of deaths from disasters,Number of deaths from volcanic activity,Number of deaths from floods,Number of deaths from mass movements,Number of deaths from storms,Number of deaths from landslides,Number of deaths from wildfires
Central African Republic,1940,0,0,0,0,0,0,0,,0
Central African Republic,1950,0,0,0,0,0,0,0,,0
Central African Republic,1960,0,0,0,0,0,0,0,,0
Central African Republic,1970,0,0,0,0,0,0,0,,0
Central African Republic,1980,0,0,0,0,0,0,0,,0
Central African Republic,1990,0,0,0.7,0,0.7,0,0,,0
Central African Republic,2000,0,0,1.3,0,0.6,0,0.6,,0.1
Central African Republic,2010,0,0,0.5,0,0.3,0,0.2,,0
Central African Republic,2020,0,0,3.2,0,3.2,0,0,,0
Chad,1900,0,0,0,0,0,0,0,,0
Chad,1910,0,0,0,0,0,0,0,,0
Chad,1920,0,0,0,0,0,0,0,,0
Chad,1930,0,0,0,0,0,0,0,,0
Chad,1940,0,0,0,0,0,0,0,,0
Chad,1950,0,0,0,0,0,0,0,,0
Chad,1960,0,0,0,0,0,0,0,,0
Chad,1970,0,0,1.3,0,0,0,1.3,,0
Chad,1980,300,0,305.4,0,4.3,0,1.1,,0
Chad,1990,0,0,4.1,0,4.1,0,0,,0
Chad,2000,0,0,18.7,0,17.3,0,1.4,,0
Chad,2010,0,0,9.6,0,4.4,0,0,,0
Chad,2020,0,0,11.4,0,11.4,0,0,,0
Chile,1900,0,2000,2000,0,0,0,0,,0
Chile,1910,0,0,0,0,0,0,0,,0
Chile,1920,0,122,122,0,0,0,0,,0
Chile,1930,0,3000,3000,0,0,0,0,,0
Chile,1940,0,5.5,15.5,10,0,0,0,,0
Chile,1950,0,1.5,1.5,0,0,0,0,,0
Chile,1960,0,640.4,709.2,0.4,60,0,5.8,,0
Chile,1970,0,8.5,16.6,0,3.6,0,1.5,,0
Chile,1980,0,18.9,53.5,0,17.1,0,14.3,,0
Chile,1990,0,1.1,33.3,0.6,15.9,0,0.4,,1
Chile,2000,0,2.3,15,0,7.4,0,4.7,,0
Chile,2010,0,59,85.5,0,20.5,0,0.6,,3.2
Chile,2020,0,0,93.4,0,1.4,0,0,,92
China,1900,0,1480.1,1480.1,0,0,0,0,,0
China,1910,0,1291.2,16291.2,0,10000,0,5000,,0
China,1920,350000,23102.4,383602.4,0,0,0,10500,,0
China,1930,0,2107.7,438157.7,0,436000,0,0,,0
China,1940,0,139.6,6052.6,0,5733,0,180,,0
China,1950,0,9.3,52686.3,0,52298.6,0,378.4,,0
China,1960,0,300,152074.7,0,151706.1,0,68.6,,0
China,1970,0,27404.2,29414.9,0,2000,0,10.7,,0
China,1980,140,126.4,2092.7,0,1418.7,27.7,323.1,,19.1
China,1990,200,64,2776.7,0,1792.5,12.2,563.6,,5.2
China,2000,13.4,8794.7,9822.1,0,574.4,5.5,319.1,,0
China,2010,0,421.8,1493,0,622.7,4.6,159.3,,5.2
China,2020,0,58.4,328.2,0,212.6,0,33.4,,4.6
Colombia,1900,0,40,40,0,0,0,0,,0
Colombia,1910,0,0,0,0,0,0,0,,0
Colombia,1920,0,30,40,0,0,0,0,,0
Colombia,1930,0,1.8,1.8,0,0,0,0,,0
Colombia,1940,0,0,100,100,0,0,0,,0
Colombia,1950,0,32.2,69.3,0,18.4,0,0,,0
Colombia,1960,0,12.8,29.5,0,13.5,0,0,,0
Colombia,1970,0,65,211.5,0,57.6,0,0,,0
Colombia,1980,0,26,2371,2180,45,16,3.1,,0
Colombia,1990,0,152.7,214.6,1,23.4,0,0.2,,0
Colombia,2000,0,1.4,133.4,1.6,103.1,1.2,0.5,,0
Colombia,2010,0,0,171.7,0,97.5,0,1.1,,4.2
Colombia,2020,0,0,59.2,0,26.2,0,4.6,,0
Comoros,1900,0,0,1.7,1.7,0,0,0,,0
Comoros,1910,0,0,0,0,0,0,0,,0
Comoros,1920,0,0,0,0,0,0,0,,0
Comoros,1930,0,0,0,0,0,0,0,,0
Comoros,1940,0,0,0,0,0,0,0,,0
Comoros,1950,0,0,50,0,0,0,50,,0
Comoros,1960,0,0,0,0,0,0,0,,0
Comoros,1970,0,0,0.1,0.1,0,0,0,,0
Comoros,1980,0,0,5.9,0,0,0,5.9,,0
Comoros,1990,0,0,0,0,0,0,0,,0
Comoros,2000,0,0,0.3,0.1,0.2,0,0,,0
Comoros,2010,0,0,1.2,0,0.4,0,0.8,,0
Comoros,2020,0,0,0,0,0,0,0,,0
Congo,1900,0,0,0,0,0,0,0,,0
Congo,1910,0,0,0,0,0,0,0,,0
Congo,1920,0,0,0,0,0,0,0,,0
Congo,1930,0,0,0,0,0,0,0,,0
Congo,1940,0,0,0,0,0,0,0,,0
Congo,1950,0,0,0,0,0,0,0,,0
Congo,1960,0,0,15.4,0,0,0,0,,0
Congo,1970,0,0,0,0,0,0,0,,0
Congo,1980,0,0,0,0,0,0,0,,0
Congo,1990,0,0,0.2,0,0.2,0,0,,0
Congo,2000,0,0,0.7,0,0.7,0,0,,0
Congo,2010,0,0,1.9,0,1.9,0,0,,0
Congo,2020,0,0,12.2,0,12.2,0,0,,0
Cook Islands,1900,0,0,0,0,0,0,0,,0
Cook Islands,1910,0,0,0,0,0,0,0,,0
Cook Islands,1920,0,0,0,0,0,0,0,,0
Cook Islands,1930,0,0,0,0,0,0,0,,0
Cook Islands,1940,0,0,0,0,0,0,0,,0
Cook Islands,1950,0,0,0,0,0,0,0,,0
Cook Islands,1960,0,0,0,0,0,0,0,,0
Cook Islands,1970,0,0,0,0,0,0,0,,0
Cook Islands,1980,0,0,0.5,0,0,0,0.5,,0
Cook Islands,1990,0,0,2,0,0,0,2,,0
Cook Islands,2000,0,0,0,0,0,0,0,,0
Cook Islands,2010,0,0,0,0,0,0,0,,0
Cook Islands,2020,0,0,0,0,0,0,0,,0
Costa Rica,1900,0,0,0,0,0,0,0,,0
Costa Rica,1910,0,245,245,0,0,0,0,,0
Costa Rica,1920,0,0,0,0,0,0,0,,0
Costa Rica,1930,0,0,0,0,0,0,0,,0
Costa Rica,1940,0,0,0,0,0,0,0,,0
Costa Rica,1950,0,3.9,3.9,0,0,0,0,,0
Costa Rica,1960,0,0,10.9,10.2,0.7,0,0,,0
Costa Rica,1970,0,2.1,4.7,0.2,2.4,0,0,,0
Costa Rica,1980,0,1.2,4.8,0,0.8,0,2.8,,0
Costa Rica,1990,0,5.1,14,0,2.7,0,6.2,,0
Costa Rica,2000,0,4.1,9.7,0,4.4,0,0.5,,0
Costa Rica,2010,0,0.2,6.2,0,3.8,0,2.2,,0
Costa Rica,2020,0,0,0.6,0,0.6,0,0,,0
Cote d'Ivoire,1900,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1910,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1920,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1930,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1940,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1950,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1960,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1970,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1980,0,0,0,0,0,0,0,,0
Cote d'Ivoire,1990,0,0,2.8,0,2.8,0,0,,0
Cote d'Ivoire,2000,0,0,3.3,0,0.6,0,0,,0
Cote d'Ivoire,2010,0,0,14.7,0,14.7,0,0,,0
Cote d'Ivoire,2020,0,0,7.4,0,7.4,0,0,,0
Croatia,1900,0,0,0,0,0,0,0,,0
Croatia,1910,0,0,0,0,0,0,0,,0
Croatia,1920,0,0,0,0,0,0,0,,0
Croatia,1930,0,0,0,0,0,0,0,,0
Croatia,1940,0,0,0,0,0,0,0,,0
Croatia,1950,0,0,0,0,0,0,0,,0
Croatia,1960,0,0,0,0,0,0,0,,0
Croatia,1970,0,0,0,0,0,0,0,,0
Croatia,1980,0,0,0,0,0,0,0,,0
Croatia,1990,0,0,0,0,0,0,0,,0
Croatia,2000,0,0,84.8,0,0,0,0.2,,1.3
Croatia,2010,0,0,1.1,0,0.4,0,0,,0
Croatia,2020,0,1.8,148.2,0,0,0,0.2,,0
Cuba,1900,0,0,0,0,0,0,0,,0
Cuba,1910,0,0,0,0,0,0,0,,0
Cuba,1920,0,0,60,0,0,0,60,,0
Cuba,1930,0,0,253.5,0,0,0,253.5,,0
Cuba,1940,0,0,1.4,0,0,0,1.4,,0
Cuba,1950,0,0,0,0,0,0,0,,0
Cuba,1960,0,0,175.5,0,0,0,175.5,,0
Cuba,1970,0,0.1,3.4,0,0.7,0,2.6,,0
Cuba,1980,0,0,6.9,0,3.8,0,3.1,,0
Cuba,1990,0,0,8.4,0,6.5,0,1.9,,0
Cuba,2000,0,0,4.4,0,0.4,0,4,,0
Cuba,2010,0,0,4.4,0,0.7,0,3.7,,0
Cuba,2020,0,0,3,0,1.8,0,1.2,,0
Cyprus,1900,0,0,0,0,0,0,0,,0
Cyprus,1910,0,0,0,0,0,0,0,,0
Cyprus,1920,0,0,0,0,0,0,0,,0
Cyprus,1930,0,0,0,0,0,0,0,,0
Cyprus,1940,0,0,0,0,0,0,0,,0
Cyprus,1950,0,4,4,0,0,0,0,,0
Cyprus,1960,0,0,0.3,0,0,0,0.3,,0
Cyprus,1970,0,0,0,0,0,0,0,,0
Cyprus,1980,0,0,0,0,0,0,0,,0
Cyprus,1990,0,0.2,5.4,0,0,0,0,,0
Cyprus,2000,0,0,0.9,0,0,0,0,,0
Cyprus,2010,0,0,0,0,0,0,0,,0
Cyprus,2020,0,0,21,0,0,0,0,,0.8
Czechia,1900,0,0,0,0,0,0,0,,0
Czechia,1910,0,0,0,0,0,0,0,,0
Czechia,1920,0,0,0,0,0,0,0,,0
Czechia,1930,0,0,0,0,0,0,0,,0
Czechia,1940,0,0,0,0,0,0,0,,0
Czechia,1950,0,0,0,0,0,0,0,,0
Czechia,1960,0,0,0,0,0,0,0,,0
Czechia,1970,0,0,0,0,0,0,0,,0
Czechia,1980,0,0,0,0,0,0,0,,0
Czechia,1990,0,0,3.6,0,3.6,0,0,,0
Czechia,2000,0,0,48.1,0,3.8,0,1,,0
Czechia,2010,0,0,7.3,0,2.6,0,0,,0
Czechia,2020,0,0,57.4,0,0,0,1.6,,0
Czechoslovakia,1900,0,0,0,0,0,0,0,,0
Czechoslovakia,1910,0,0,0,0,0,0,0,,0
Czechoslovakia,1920,0,0,0,0,0,0,0,,0
Czechoslovakia,1930,0,0,0,0,0,0,0,,0
Czechoslovakia,1940,0,0,0,0,0,0,0,,0
Czechoslovakia,1950,0,0,0,0,0,0,0,,0
Czechoslovakia,1960,0,0,0,0,0,0,0,,0
Czechoslovakia,1970,0,0,1.4,0,0,0,0,,0
Czechoslovakia,1980,0,0,1,0,0,0,0,,0
Czechoslovakia,1990,0,0,0,0,0,0,0,,0
Czechoslovakia,2000,0,0,0,0,0,0,0,,0
Czechoslovakia,2010,0,0,0,0,0,0,0,,0
Czechoslovakia,2020,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1900,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1910,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1920,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1930,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1940,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1950,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1960,0,2.4,17.8,0,0,0,0,,0
Democratic Republic of Congo,1970,0,0,14.7,14.7,0,0,0,,0
Democratic Republic of Congo,1980,0,0,0,0,0,0,0,,0
Democratic Republic of Congo,1990,0,0.9,7.3,0,6.4,0,0,,0
Democratic Republic of Congo,2000,0,1.7,41.7,20,13.9,0,4.9,,0
Democratic Republic of Congo,2010,0,0.3,73.5,0,45.3,0,0,,1.1
Democratic Republic of Congo,2020,0,0,685.2,6.4,664,0,0.4,,0
Denmark,1900,0,0,0,0,0,0,0,,0
Denmark,1910,0,0,0,0,0,0,0,,0
Denmark,1920,0,0,0,0,0,0,0,,0
Denmark,1930,0,0,0,0,0,0,0,,0
Denmark,1940,0,0,0,0,0,0,0,,0
Denmark,1950,0,0,0,0,0,0,0,,0
Denmark,1960,0,0,0,0,0,0,0,,0
Denmark,1970,0,0,0,0,0,0,0,,0
Denmark,1980,0,0,1.1,0,0,0,1.1,,0
Denmark,1990,0,0,0.8,0,0,0,0.8,,0
Denmark,2000,0,0,0.5,0,0,0,0.5,,0
Denmark,2010,0,0,0.2,0,0,0,0.2,,0
Denmark,2020,0,0,50.6,0,0,0,0.2,,0
Djibouti,1900,0,0,0,0,0,0,0,,0
Djibouti,1910,0,0,0,0,0,0,0,,0
Djibouti,1920,0,0,0,0,0,0,0,,0
Djibouti,1930,0,0,0,0,0,0,0,,0
Djibouti,1940,0,0,0,0,0,0,0,,0
Djibouti,1950,0,0,0,0,0,0,0,,0
Djibouti,1960,0,0,0,0,0,0,0,,0
Djibouti,1970,0,0,0,0,0,0,0,,0
Djibouti,1980,0,0,3.5,0,3.5,0,0,,0
Djibouti,1990,0,0,14.5,0,14.5,0,0,,0
Djibouti,2000,0,0,5.1,0,5.1,0,0,,0
Djibouti,2010,0,0,1.3,0,1.1,0,0.2,,0
Djibouti,2020,0,0,1.6,0,1.6,0,0,,0
Dominica,1900,0,0,0,0,0,0,0,,0
Dominica,1910,0,0,0,0,0,0,0,,0
Dominica,1920,0,0,0,0,0,0,0,,0
Dominica,1930,0,0,200,0,0,0,200,,0
Dominica,1940,0,0,0,0,0,0,0,,0
Dominica,1950,0,0,0,0,0,0,0,,0
Dominica,1960,0,0,0,0,0,0,0,,0
Dominica,1970,0,0,4,0,0,0,4,,0
Dominica,1980,0,0,0.2,0,0,0,0.2,,0
Dominica,1990,0,0,0.2,0,0,0,0.2,,0
Dominica,2000,0,0,0.2,0,0,0,0.2,,0
Dominica,2010,0,0,9.4,0,0,0,9.4,,0
Dominica,2020,0,0,0,0,0,0,0,,0
Dominican Republic,1900,0,0,0,0,0,0,0,,0
Dominican Republic,1910,0,0,0,0,0,0,0,,0
Dominican Republic,1920,0,0,0,0,0,0,0,,0
Dominican Republic,1930,0,0,200,0,0,0,200,,0
Dominican Republic,1940,0,7.3,7.3,0,0,0,0,,0
Dominican Republic,1950,0,0,0,0,0,0,0,,0
Dominican Republic,1960,0,0,48.1,0,0,0,48.1,,0
Dominican Republic,1970,0,0,143.2,0,3.2,0,140,,0
Dominican Republic,1980,0,0,5.4,0,3.2,0,2.2,,0
Dominican Republic,1990,0,0,42.5,0,4.3,0,38.2,,0
Dominican Republic,2000,0,0.3,93.7,0,72.3,0,21.1,,0
Dominican Republic,2010,0,0,5.5,0,2.9,0,2.6,,0
Dominican Republic,2020,0,0,9.6,0,7,0,2.6,,0
East Germany,1900,0,0,0,0,0,0,0,,0
East Germany,1910,0,0,0,0,0,0,0,,0
East Germany,1920,0,0,0,0,0,0,0,,0
East Germany,1930,0,0,0,0,0,0,0,,0
East Germany,1940,0,0,0,0,0,0,0,,0
East Germany,1950,0,0,0,0,0,0,0,,0
East Germany,1960,0,0,0,0,0,0,0,,0
East Germany,1970,0,0,0,0,0,0,0,,0
East Germany,1980,0,0,0,0,0,0,0,,0
East Germany,1990,0,0,0,0,0,0,0,,0
East Germany,2000,0,0,0,0,0,0,0,,0
East Germany,2010,0,0,0,0,0,0,0,,0
East Germany,2020,0,0,0,0,0,0,0,,0
East Timor,1900,0,0,0,0,0,0,0,,0
East Timor,1910,0,0,0,0,0,0,0,,0
East Timor,1920,0,0,0,0,0,0,0,,0
East Timor,1930,0,0,0,0,0,0,0,,0
East Timor,1940,0,0,0,0,0,0,0,,0
East Timor,1950,0,0,0,0,0,0,0,,0
East Timor,1960,0,0,0,0,0,0,0,,0
East Timor,1970,0,0,0,0,0,0,0,,0
East Timor,1980,0,0,0,0,0,0,0,,0
East Timor,1990,0,0,0,0,0,0,0,,0
East Timor,2000,0,0,0.5,0,0.5,0,0,,0
East Timor,2010,0,0,0,0,0,0,0,,0
East Timor,2020,0,0,8.8,0,0.6,0,8.2,,0
Ecuador,1900,0,0,0,0,0,0,0,,0
Ecuador,1910,0,0,0,0,0,0,0,,0
Ecuador,1920,0,4,4,0,0,0,0,,0
Ecuador,1930,0,0,19,0,0,0,0,,0
Ecuador,1940,0,620,620,0,0,0,0,,0
Ecuador,1950,0,0,12.1,0,12.1,0,0,,0
Ecuador,1960,0,0,5,0,0,0,0,,0
Ecuador,1970,0,4.9,17.5,0.1,2,0,0,,0
Ecuador,1980,0,501,555.2,0,34.2,0,0,,0
Ecuador,1990,0,3.7,76.4,0,26.7,0,0,,0
Ecuador,2000,0,0,29.2,0.5,18.3,6,0,,0
Ecuador,2010,0,67.6,79.2,0,7.8,0,0,,0.5
Ecuador,2020,0,3,41.6,0,23.6,0,0,,0
Egypt,1900,0,0,0,0,0,0,0,,0
Egypt,1910,0,0,0,0,0,0,0,,0
Egypt,1920,0,1.2,1.2,0,0,0,0,,0
Egypt,1930,0,0,0,0,0,0,0,,0
Egypt,1940,0,0,0,0,0,0,0,,0
Egypt,1950,0,2,2,0,0,0,0,,0
Egypt,1960,0,0.2,0.2,0,0,0,0,,0
Egypt,1970,0,0,6.8,0,6.5,0,0.3,,0
Egypt,1980,0,0,3,0,0,0,3,,0
Egypt,1990,0,56.2,129.2,0,62.4,3.4,1.8,,0
Egypt,2000,0,0,13.2,0,1.8,9.8,1.3,,0
Egypt,2010,0,0,22.5,0,2.7,0,8.8,,0
Egypt,2020,0,0,8.6,0,8.6,0,0,,0
El Salvador,1900,0,0,0,0,0,0,0,,0
El Salvador,1910,0,0,0,0,0,0,0,,0
El Salvador,1920,0,0,0,0,0,0,0,,0
El Salvador,1930,0,40,240,0,0,0,200,,0
El Salvador,1940,0,0,0,0,0,0,0,,0
El Salvador,1950,0,110,110,0,0,0,0,,0
El Salvador,1960,0,12.5,12.7,0,0,0,0.2,,0
El Salvador,1970,0,0,0,0,0,0,0,,0
El Salvador,1980,0,112,168.5,0,54.3,0,0,,0
El Salvador,1990,0,0,53,0,1.7,0,49.1,,0
El Salvador,2000,0,116,159.1,0.2,8.3,0,34.5,,0
El Salvador,2010,0,0.1,8,0,4,0,3.9,,0
El Salvador,2020,0,0,18.8,0,1,0,9.4,,0
Eritrea,1900,0,0,0,0,0,0,0,,0
Eritrea,1910,0,0,0,0,0,0,0,,0
Eritrea,1920,0,0,0,0,0,0,0,,0
Eritrea,1930,0,0,0,0,0,0,0,,0
Eritrea,1940,0,0,0,0,0,0,0,,0
Eritrea,1950,0,0,0,0,0,0,0,,0
Eritrea,1960,0,0,0,0,0,0,0,,0
Eritrea,1970,0,0,0,0,0,0,0,,0
Eritrea,1980,0,0,0,0,0,0,0,,0
Eritrea,1990,0,0,0.3,0,0,0,0.3,,0
Eritrea,2000,0,0,0,0,0,0,0,,0
Eritrea,2010,0,0,0,0,0,0,0,,0
Eritrea,2020,0,0,0,0,0,0,0,,0
Estonia,1900,0,0,0,0,0,0,0,,0
Estonia,1910,0,0,0,0,0,0,0,,0
Estonia,1920,0,0,0,0,0,0,0,,0
Estonia,1930,0,0,0,0,0,0,0,,0
Estonia,1940,0,0,0,0,0,0,0,,0
Estonia,1950,0,0,0,0,0,0,0,,0
Estonia,1960,0,0,0,0,0,0,0,,0
Estonia,1970,0,0,0,0,0,0,0,,0
Estonia,1980,0,0,0,0,0,0,0,,0
Estonia,1990,0,0,0,0,0,0,0,,0
Estonia,2000,0,0,0.3,0,0,0,0,,0
Estonia,2010,0,0,0.8,0,0,0,0,,0
Estonia,2020,0,0,33.4,0,0,0,0,,0
Eswatini,1900,0,0,0,0,0,0,0,,0
Eswatini,1910,0,0,0,0,0,0,0,,0
Eswatini,1920,0,0,0,0,0,0,0,,0
Eswatini,1930,0,0,0,0,0,0,0,,0
Eswatini,1940,0,0,0,0,0,0,0,,0
Eswatini,1950,0,0,0,0,0,0,0,,0
Eswatini,1960,0,0,0,0,0,0,0,,0
Eswatini,1970,0,0,0,0,0,0,0,,0
Eswatini,1980,50,0,55.3,0,0,0,5.3,,0
Eswatini,1990,0,0,0,0,0,0,0,,0
Eswatini,2000,0,0,0.3,0,0,0,0.1,,0.2
Eswatini,2010,0,0,1.1,0,1.1,0,0,,0
Eswatini,2020,0,0,0,0,0,0,0,,0
Ethiopia,1900,0,0,0,0,0,0,0,,0
Ethiopia,1910,0,0,0,0,0,0,0,,0
Ethiopia,1920,0,0,0,0,0,0,0,,0
Ethiopia,1930,0,0,0,0,0,0,0,,0
Ethiopia,1940,0,0,0,0,0,0,0,,0
Ethiopia,1950,0,0,0,0,0,0,0,,0
Ethiopia,1960,200,5.4,205.5,0,0.1,0,0,,0
Ethiopia,1970,10000,0,10008,6.4,1.6,0,0,,0
Ethiopia,1980,30036.7,0,30042.1,0,5.4,0,0,,0
Ethiopia,1990,0,0,48.2,0,44.7,1.3,0,,0
Ethiopia,2000,0,0,144.8,0.5,143.9,0,0,,0
Ethiopia,2010,0,0,21.4,0,14.7,0,0,,0
Ethiopia,2020,0,0,40.2,0,35.8,0,0,,0
Europe,1900,0,8040.5,8111.1,70,0.6,0,0,,0
Europe,1910,0,3020.4,3020.4,0,0,0,0,,0
Europe,1920,120000,181,120304.9,0,100,0,11.1,,0
Europe,1930,0,236.3,259.8,0,1,0,8.2,,0
Europe,1940,0,11494.7,12732.5,2.6,0,0,24.7,,8
Europe,1950,0,64.4,777.1,0,247.4,0,2.6,,0
Europe,1960,0,147.2,545.2,0,110.7,0,48,,2.5
Europe,1970,0,285.9,502.5,0.9,128.1,0,24,,0
Europe,1980,0,3014.6,3332.6,0,80.2,0,68.7,,9.3
Europe,1990,0,253.5,666.1,0,95.5,5,104.6,,13.7
Europe,2000,0.2,34.9,8281,0,96.3,0,48.4,,19.6
Europe,2010,0,42.1,6697.8,0,88.9,0.8,29.7,,32.3
Europe,2020,0,2.6,13797.8,0.2,64.4,0,39.2,,17.2
European Union (27),1900,0,7563.7,7634.3,70,0.6,0,0,,0
European Union (27),1910,0,3011.4,3011.4,0,0,0,0,,0
European Union (27),1920,0,161,282.6,0,100,0,8.8,,0
European Union (27),1930,0,206.2,222.4,0,1,0,8.2,,0
European Union (27),1940,0,98.5,136.3,2.6,0,0,24.7,,8
European Union (27),1950,0,64.4,364.5,0,244,0,2.6,,0
European Union (27),1960,0,34.3,355.6,0,110.4,0,11.1,,2.5
European Union (27),1970,0,270.2,462,0.9,125.1,0,10.4,,0
European Union (27),1980,0,482.7,697.5,0,59.9,0,21.1,,9.3
European Union (27),1990,0,25.5,245.3,0,59.2,0,59.9,,7
European Union (27),2000,0,33,7851.6,0,58.9,0,37,,18.6
European Union (27),2010,0,36.8,903.3,0,46.2,0,25.1,,23
European Union (27),2020,0,2.4,12298.8,0.2,61.4,0,27.8,,6.4
Fiji,1900,0,0,0,0,0,0,0,,0
Fiji,1910,0,0,0,0,0,0,0,,0
Fiji,1920,0,0,0,0,0,0,0,,0
Fiji,1930,0,0,20,0,0,0,20,,0
Fiji,1940,0,0,0.6,0,0,0,0.6,,0
Fiji,1950,0,0,2.3,0,0,0,2.3,,0
Fiji,1960,0,0,0.3,0,0.1,0,0.2,,0
Fiji,1970,0,0,11.5,0,0,0,11.5,,0
Fiji,1980,0,0,9,0,2.9,0,6.1,,0
Fiji,1990,0,0,5.9,0,0,0,5.9,,0
Fiji,2000,0,0,7,0,2.6,0,4.4,,0
Fiji,2010,0,0,7.4,0,1.5,0,5.9,,0
Fiji,2020,0,0,3,0,0,0,3,,0
Finland,1900,0,0,0,0,0,0,0,,0
Finland,1910,0,0,0,0,0,0,0,,0
Finland,1920,0,0,0,0,0,0,0,,0
Finland,1930,0,0,0,0,0,0,0,,0
Finland,1940,0,0,0,0,0,0,0,,0
Finland,1950,0,0,0,0,0,0,0,,0
Finland,1960,0,0,0,0,0,0,0,,0
Finland,1970,0,0,0,0,0,0,0,,0
Finland,1980,0,0,0,0,0,0,0,,0
Finland,1990,0,0,0,0,0,0,0,,0
Finland,2000,0,0,0,0,0,0,0,,0
Finland,2010,0,0,0,0,0,0,0,,0
Finland,2020,0,0,45,0,0,0,0,,0
France,1900,0,4.6,4.6,0,0,0,0,,0
France,1910,0,0,0,0,0,0,0,,0
France,1920,0,0,2.8,0,0,0,0,,0
France,1930,0,0,7,0,0,0,0,,0
France,1940,0,0,8,0,0,0,0,,8
France,1950,0,0,3.5,0,3.5,0,0,,0
France,1960,0,0.1,5,0,0,0,2.8,,0
France,1970,0,1.1,15.4,0,2.9,0,0,,0
France,1980,0,0,15.2,0,5.7,0,4,,2.5
France,1990,0,0,36.7,0,6,0,22.5,,0
France,2000,0,0,2101.2,0,4.4,0,6.8,,0.7
France,2010,0,0,490.5,0,9.5,0,8.2,,0
France,2020,0,0,1354.2,0,1.2,0,6.8,,0
French Guiana,1900,0,0,0,0,0,0,0,,0
French Guiana,1910,0,0,0,0,0,0,0,,0
French Guiana,1920,0,0,0,0,0,0,0,,0
French Guiana,1930,0,0,0,0,0,0,0,,0
French Guiana,1940,0,0,0,0,0,0,0,,0
French Guiana,1950,0,0,0,0,0,0,0,,0
French Guiana,1960,0,0,0,0,0,0,0,,0
French Guiana,1970,0,0,0,0,0,0,0,,0
French Guiana,1980,0,0,0,0,0,0,0,,0
French Guiana,1990,0,0,0,0,0,0,0,,0
French Guiana,2000,0,0,1,0,0,0,0,,0
French Guiana,2010,0,0,0,0,0,0,0,,0
French Guiana,2020,0,0,0,0,0,0,0,,0
French Polynesia,1900,0,0,0,0,0,0,0,,0
French Polynesia,1910,0,0,0,0,0,0,0,,0
French Polynesia,1920,0,0,0,0,0,0,0,,0
French Polynesia,1930,0,0,0,0,0,0,0,,0
French Polynesia,1940,0,0,0,0,0,0,0,,0
French Polynesia,1950,0,0,0,0,0,0,0,,0
French Polynesia,1960,0,0,0,0,0,0,0,,0
French Polynesia,1970,0,0,0,0,0,0,0,,0
French Polynesia,1980,0,0,1.7,0,0,0,0.7,,0
French Polynesia,1990,0,0,1.3,0,0,0,0,,0
French Polynesia,2000,0,0,0,0,0,0,0,,0
French Polynesia,2010,0,0,0.1,0,0,0,0.1,,0
French Polynesia,2020,0,0,0,0,0,0,0,,0
Gabon,1900,0,0,0,0,0,0,0,,0
Gabon,1910,0,0,0,0,0,0,0,,0
Gabon,1920,0,0,0,0,0,0,0,,0
Gabon,1930,0,0,0,0,0,0,0,,0
Gabon,1940,0,0,0,0,0,0,0,,0
Gabon,1950,0,0,0,0,0,0,0,,0
Gabon,1960,0,0,0,0,0,0,0,,0
Gabon,1970,0,0,0,0,0,0,0,,0
Gabon,1980,0,0,0,0,0,0,0,,0
Gabon,1990,0,0,0,0,0,0,0,,0
Gabon,2000,0,0,0,0,0,0,0,,0
Gabon,2010,0,0,0.1,0,0.1,0,0,,0
Gabon,2020,0,0,0,0,0,0,0,,0
Gambia,1900,0,0,0,0,0,0,0,,0
Gambia,1910,0,0,0,0,0,0,0,,0
Gambia,1920,0,0,0,0,0,0,0,,0
Gambia,1930,0,0,0,0,0,0,0,,0
Gambia,1940,0,0,0,0,0,0,0,,0
Gambia,1950,0,0,0,0,0,0,0,,0
Gambia,1960,0,0,0,0,0,0,0,,0
Gambia,1970,0,0,0,0,0,0,0,,0
Gambia,1980,0,0,0,0,0,0,0,,0
Gambia,1990,0,0,5.3,0,5.3,0,0,,0
Gambia,2000,0,0,1.1,0,0.6,0,0.5,,0
Gambia,2010,0,0,2.1,0,1.7,0,0.4,,0
Gambia,2020,0,0,3.2,0,1.2,0,2,,0
Georgia,1900,0,0,0,0,0,0,0,,0
Georgia,1910,0,0,0,0,0,0,0,,0
Georgia,1920,0,0,0,0,0,0,0,,0
Georgia,1930,0,0,0,0,0,0,0,,0
Georgia,1940,0,0,0,0,0,0,0,,0
