Country name,Year,Type of Disaster,Value
Benin,1920,Volcanic Activity,0.0
Benin,1930,Volcanic Activity,0.0
Benin,1940,Volcanic Activity,0.0
Benin,1950,Volcanic Activity,0.0
Benin,1960,Volcanic Activity,0.0
Benin,1970,Volcanic Activity,0.0
Benin,1980,Volcanic Activity,0.0
Benin,1990,Volcanic Activity,0.0
Benin,2000,Volcanic Activity,0.0
Benin,2010,Volcanic Activity,0.0
Benin,2020,Volcanic Activity,0.0
Bermuda,1900,Volcanic Activity,0.0
Bermuda,1910,Volcanic Activity,0.0
Bermuda,1920,Volcanic Activity,0.0
Bermuda,1930,Volcanic Activity,0.0
Bermuda,1940,Volcanic Activity,0.0
Bermuda,1950,Volcanic Activity,0.0
Bermuda,1960,Volcanic Activity,0.0
Bermuda,1970,Volcanic Activity,0.0
Bermuda,1980,Volcanic Activity,0.0
Bermuda,1990,Volcanic Activity,0.0
Bermuda,2000,Volcanic Activity,0.0
Bermuda,2010,Volcanic Activity,0.0
Bermuda,2020,Volcanic Activity,0.0
Bhutan,1900,Volcanic Activity,0.0
Bhutan,1910,Volcanic Activity,0.0
Bhutan,1920,Volcanic Activity,0.0
Bhutan,1930,Volcanic Activity,0.0
Bhutan,1940,Volcanic Activity,0.0
Bhutan,1950,Volcanic Activity,0.0
Bhutan,1960,Volcanic Activity,0.0
Bhutan,1970,Volcanic Activity,0.0
Bhutan,1980,Volcanic Activity,0.0
Bhutan,1990,Volcanic Activity,0.0
Bhutan,2000,Volcanic Activity,0.0
Bhutan,2010,Volcanic Activity,0.0
Bhutan,2020,Volcanic Activity,0.0
Bolivia,1900,Volcanic Activity,0.0
Bolivia,1910,Volcanic Activity,0.0
Bolivia,1920,Volcanic Activity,0.0
Bolivia,1930,Volcanic Activity,0.0
Bolivia,1940,Volcanic Activity,0.0
Bolivia,1950,Volcanic Activity,0.0
Bolivia,1960,Volcanic Activity,0.0
Bolivia,1970,Volcanic Activity,0.0
Bolivia,1980,Volcanic Activity,0.0
Bolivia,1990,Volcanic Activity,0.0
Bolivia,2000,Volcanic Activity,0.0
Bolivia,2010,Volcanic Activity,0.0
Bolivia,2020,Volcanic Activity,0.0
Bosnia and Herzegovina,1900,Volcanic Activity,0.0
Bosnia and Herzegovina,1910,Volcanic Activity,0.0
Bosnia and Herzegovina,1920,Volcanic Activity,0.0
Bosnia and Herzegovina,1930,Volcanic Activity,0.0
Bosnia and Herzegovina,1940,Volcanic Activity,0.0
Bosnia and Herzegovina,1950,Volcanic Activity,0.0
Bosnia and Herzegovina,1960,Volcanic Activity,0.0
Bosnia and Herzegovina,1970,Volcanic Activity,0.0
Bosnia and Herzegovina,1980,Volcanic Activity,0.0
Bosnia and Herzegovina,1990,Volcanic Activity,0.0
Bosnia and Herzegovina,2000,Volcanic Activity,0.0
Bosnia and Herzegovina,2010,Volcanic Activity,0.0
Bosnia and Herzegovina,2020,Volcanic Activity,0.0
Botswana,1900,Volcanic Activity,0.0
Botswana,1910,Volcanic Activity,0.0
Botswana,1920,Volcanic Activity,0.0
Botswana,1930,Volcanic Activity,0.0
Botswana,1940,Volcanic Activity,0.0
Botswana,1950,Volcanic Activity,0.0
Botswana,1960,Volcanic Activity,0.0
Botswana,1970,Volcanic Activity,0.0
Botswana,1980,Volcanic Activity,0.0
Botswana,1990,Volcanic Activity,0.0
Botswana,2000,Volcanic Activity,0.0
Botswana,2010,Volcanic Activity,0.0
Botswana,2020,Volcanic Activity,0.0
Brazil,1900,Volcanic Activity,0.0
Brazil,1910,Volcanic Activity,0.0
Brazil,1920,Volcanic Activity,0.0
Brazil,1930,Volcanic Activity,0.0
Brazil,1940,Volcanic Activity,0.0
Brazil,1950,Volcanic Activity,0.0
Brazil,1960,Volcanic Activity,0.0
Brazil,1970,Volcanic Activity,0.0
Brazil,1980,Volcanic Activity,0.0
Brazil,1990,Volcanic Activity,0.0
Brazil,2000,Volcanic Activity,0.0
Brazil,2010,Volcanic Activity,0.0
Brazil,2020,Volcanic Activity,0.0
British Virgin Islands,1900,Volcanic Activity,0.0
British Virgin Islands,1910,Volcanic Activity,0.0
British Virgin Islands,1920,Volcanic Activity,0.0
British Virgin Islands,1930,Volcanic Activity,0.0
British Virgin Islands,1940,Volcanic Activity,0.0
British Virgin Islands,1950,Volcanic Activity,0.0
British Virgin Islands,1960,Volcanic Activity,0.0
British Virgin Islands,1970,Volcanic Activity,0.0
British Virgin Islands,1980,Volcanic Activity,0.0
British Virgin Islands,1990,Volcanic Activity,0.0
British Virgin Islands,2000,Volcanic Activity,0.0
British Virgin Islands,2010,Volcanic Activity,0.0
British Virgin Islands,2020,Volcanic Activity,0.0
Brunei,1900,Volcanic Activity,0.0
Brunei,1910,Volcanic Activity,0.0
Brunei,1920,Volcanic Activity,0.0
Brunei,1930,Volcanic Activity,0.0
Brunei,1940,Volcanic Activity,0.0
Brunei,1950,Volcanic Activity,0.0
Brunei,1960,Volcanic Activity,0.0
Brunei,1970,Volcanic Activity,0.0
Brunei,1980,Volcanic Activity,0.0
Brunei,1990,Volcanic Activity,0.0
Brunei,2000,Volcanic Activity,0.0
Brunei,2010,Volcanic Activity,0.0
Brunei,2020,Volcanic Activity,0.0
Bulgaria,1900,Volcanic Activity,0.0
Bulgaria,1910,Volcanic Activity,0.0
Bulgaria,1920,Volcanic Activity,0.0
Bulgaria,1930,Volcanic Activity,0.0
Bulgaria,1940,Volcanic Activity,0.0
Bulgaria,1950,Volcanic Activity,0.0
Bulgaria,1960,Volcanic Activity,0.0
Bulgaria,1970,Volcanic Activity,0.0
Bulgaria,1980,Volcanic Activity,0.0
Bulgaria,1990,Volcanic Activity,0.0
Bulgaria,2000,Volcanic Activity,0.0
Bulgaria,2010,Volcanic Activity,0.0
Bulgaria,2020,Volcanic Activity,0.0
Burkina Faso,1900,Volcanic Activity,0.0
Burkina Faso,1910,Volcanic Activity,0.0
Burkina Faso,1920,Volcanic Activity,0.0
Burkina Faso,1930,Volcanic Activity,0.0
Burkina Faso,1940,Volcanic Activity,0.0
Burkina Faso,1950,Volcanic Activity,0.0
Burkina Faso,1960,Volcanic Activity,0.0
Burkina Faso,1970,Volcanic Activity,0.0
Burkina Faso,1980,Volcanic Activity,0.0
Burkina Faso,1990,Volcanic Activity,0.0
Burkina Faso,2000,Volcanic Activity,0.0
Burkina Faso,2010,Volcanic Activity,0.0
Burkina Faso,2020,Volcanic Activity,0.0
Burundi,1900,Volcanic Activity,0.0
Burundi,1910,Volcanic Activity,0.0
Burundi,1920,Volcanic Activity,0.0
Burundi,1930,Volcanic Activity,0.0
Burundi,1940,Volcanic Activity,0.0
Burundi,1950,Volcanic Activity,0.0
Burundi,1960,Volcanic Activity,0.0
Burundi,1970,Volcanic Activity,0.0
Burundi,1980,Volcanic Activity,0.0
Burundi,1990,Volcanic Activity,0.0
Burundi,2000,Volcanic Activity,0.0
Burundi,2010,Volcanic Activity,0.0
Burundi,2020,Volcanic Activity,0.0
Cambodia,1900,Volcanic Activity,0.0
Cambodia,1910,Volcanic Activity,0.0
Cambodia,1920,Volcanic Activity,0.0
Cambodia,1930,Volcanic Activity,0.0
Cambodia,1940,Volcanic Activity,0.0
Cambodia,1950,Volcanic Activity,0.0
Cambodia,1960,Volcanic Activity,0.0
Cambodia,1970,Volcanic Activity,0.0
Cambodia,1980,Volcanic Activity,0.0
Cambodia,1990,Volcanic Activity,0.0
Cambodia,2000,Volcanic Activity,0.0
Cambodia,2010,Volcanic Activity,0.0
Cambodia,2020,Volcanic Activity,0.0
Cameroon,1900,Volcanic Activity,0.0
Cameroon,1910,Volcanic Activity,0.0
Cameroon,1920,Volcanic Activity,0.0
Cameroon,1930,Volcanic Activity,0.0
Cameroon,1940,Volcanic Activity,0.0
Cameroon,1950,Volcanic Activity,0.0
Cameroon,1960,Volcanic Activity,0.0
Cameroon,1970,Volcanic Activity,0.0
Cameroon,1980,Volcanic Activity,178.3
Cameroon,1990,Volcanic Activity,0.0
Cameroon,2000,Volcanic Activity,0.0
Cameroon,2010,Volcanic Activity,0.0
Cameroon,2020,Volcanic Activity,0.0
Canada,1900,Volcanic Activity,0.0
Canada,1910,Volcanic Activity,0.0
Canada,1920,Volcanic Activity,0.0
Canada,1930,Volcanic Activity,0.0
Canada,1940,Volcanic Activity,0.0
Canada,1950,Volcanic Activity,0.0
Canada,1960,Volcanic Activity,0.0
Canada,1970,Volcanic Activity,0.0
Canada,1980,Volcanic Activity,0.0
Canada,1990,Volcanic Activity,0.0
Canada,2000,Volcanic Activity,0.0
Canada,2010,Volcanic Activity,0.0
Canada,2020,Volcanic Activity,0.0
Cape Verde,1900,Volcanic Activity,0.0
Cape Verde,1910,Volcanic Activity,0.0
Cape Verde,1920,Volcanic Activity,0.0
Cape Verde,1930,Volcanic Activity,0.0
Cape Verde,1940,Volcanic Activity,0.0
Cape Verde,1950,Volcanic Activity,0.0
Cape Verde,1960,Volcanic Activity,0.0
Cape Verde,1970,Volcanic Activity,0.0
Cape Verde,1980,Volcanic Activity,0.0
Cape Verde,1990,Volcanic Activity,0.0
Cape Verde,2000,Volcanic Activity,0.0
Cape Verde,2010,Volcanic Activity,0.0
Cape Verde,2020,Volcanic Activity,0.0
Cayman Islands,1900,Volcanic Activity,0.0
Cayman Islands,1910,Volcanic Activity,0.0
Cayman Islands,1920,Volcanic Activity,0.0
Cayman Islands,1930,Volcanic Activity,0.0
Cayman Islands,1940,Volcanic Activity,0.0
Cayman Islands,1950,Volcanic Activity,0.0
Cayman Islands,1960,Volcanic Activity,0.0
Cayman Islands,1970,Volcanic Activity,0.0
Cayman Islands,1980,Volcanic Activity,0.0
Cayman Islands,1990,Volcanic Activity,0.0
Cayman Islands,2000,Volcanic Activity,0.0
Cayman Islands,2010,Volcanic Activity,0.0
Cayman Islands,2020,Volcanic Activity,0.0
Central African Republic,1900,Volcanic Activity,0.0
Central African Republic,1910,Volcanic Activity,0.0
Central African Republic,1920,Volcanic Activity,0.0
Central African Republic,1930,Volcanic Activity,0.0
Central African Republic,1940,Volcanic Activity,0.0
Central African Republic,1950,Volcanic Activity,0.0
Central African Republic,1960,Volcanic Activity,0.0
Central African Republic,1970,Volcanic Activity,0.0
Central African Republic,1980,Volcanic Activity,0.0
Central African Republic,1990,Volcanic Activity,0.0
Central African Republic,2000,Volcanic Activity,0.0
Central African Republic,2010,Volcanic Activity,0.0
Central African Republic,2020,Volcanic Activity,0.0
Chad,1900,Volcanic Activity,0.0
Chad,1910,Volcanic Activity,0.0
Chad,1920,Volcanic Activity,0.0
Chad,1930,Volcanic Activity,0.0
Chad,1940,Volcanic Activity,0.0
Chad,1950,Volcanic Activity,0.0
Chad,1960,Volcanic Activity,0.0
Chad,1970,Volcanic Activity,0.0
Chad,1980,Volcanic Activity,0.0
Chad,1990,Volcanic Activity,0.0
Chad,2000,Volcanic Activity,0.0
Chad,2010,Volcanic Activity,0.0
Chad,2020,Volcanic Activity,0.0
Chile,1900,Volcanic Activity,0.0
Chile,1910,Volcanic Activity,0.0
Chile,1920,Volcanic Activity,0.0
Chile,1930,Volcanic Activity,0.0
Chile,1940,Volcanic Activity,10.0
Chile,1950,Volcanic Activity,0.0
Chile,1960,Volcanic Activity,0.4
Chile,1970,Volcanic Activity,0.0
Chile,1980,Volcanic Activity,0.0
Chile,1990,Volcanic Activity,0.6
Chile,2000,Volcanic Activity,0.0
Chile,2010,Volcanic Activity,0.0
Chile,2020,Volcanic Activity,0.0
China,1900,Volcanic Activity,0.0
China,1910,Volcanic Activity,0.0
China,1920,Volcanic Activity,0.0
China,1930,Volcanic Activity,0.0
China,1940,Volcanic Activity,0.0
China,1950,Volcanic Activity,0.0
China,1960,Volcanic Activity,0.0
China,1970,Volcanic Activity,0.0
China,1980,Volcanic Activity,0.0
China,1990,Volcanic Activity,0.0
China,2000,Volcanic Activity,0.0
China,2010,Volcanic Activity,0.0
China,2020,Volcanic Activity,0.0
Colombia,1900,Volcanic Activity,0.0
Colombia,1910,Volcanic Activity,0.0
Colombia,1920,Volcanic Activity,0.0
Colombia,1930,Volcanic Activity,0.0
Colombia,1940,Volcanic Activity,100.0
Colombia,1950,Volcanic Activity,0.0
Colombia,1960,Volcanic Activity,0.0
Colombia,1970,Volcanic Activity,0.0
Colombia,1980,Volcanic Activity,2180.0
Colombia,1990,Volcanic Activity,1.0
Colombia,2000,Volcanic Activity,1.6
Colombia,2010,Volcanic Activity,0.0
Colombia,2020,Volcanic Activity,0.0
Comoros,1900,Volcanic Activity,1.7
Comoros,1910,Volcanic Activity,0.0
Comoros,1920,Volcanic Activity,0.0
Comoros,1930,Volcanic Activity,0.0
Comoros,1940,Volcanic Activity,0.0
Comoros,1950,Volcanic Activity,0.0
Comoros,1960,Volcanic Activity,0.0
Comoros,1970,Volcanic Activity,0.1
Comoros,1980,Volcanic Activity,0.0
Comoros,1990,Volcanic Activity,0.0
Comoros,2000,Volcanic Activity,0.1
Comoros,2010,Volcanic Activity,0.0
Comoros,2020,Volcanic Activity,0.0
Congo,1900,Volcanic Activity,0.0
Congo,1910,Volcanic Activity,0.0
Congo,1920,Volcanic Activity,0.0
Congo,1930,Volcanic Activity,0.0
Congo,1940,Volcanic Activity,0.0
Congo,1950,Volcanic Activity,0.0
Congo,1960,Volcanic Activity,0.0
Congo,1970,Volcanic Activity,0.0
Congo,1980,Volcanic Activity,0.0
Congo,1990,Volcanic Activity,0.0
Congo,2000,Volcanic Activity,0.0
Congo,2010,Volcanic Activity,0.0
Congo,2020,Volcanic Activity,0.0
Cook Islands,1900,Volcanic Activity,0.0
Cook Islands,1910,Volcanic Activity,0.0
Cook Islands,1920,Volcanic Activity,0.0
Cook Islands,1930,Volcanic Activity,0.0
Cook Islands,1940,Volcanic Activity,0.0
Cook Islands,1950,Volcanic Activity,0.0
Cook Islands,1960,Volcanic Activity,0.0
Cook Islands,1970,Volcanic Activity,0.0
Cook Islands,1980,Volcanic Activity,0.0
Cook Islands,1990,Volcanic Activity,0.0
Cook Islands,2000,Volcanic Activity,0.0
Cook Islands,2010,Volcanic Activity,0.0
Cook Islands,2020,Volcanic Activity,0.0
Costa Rica,1900,Volcanic Activity,0.0
Costa Rica,1910,Volcanic Activity,0.0
Costa Rica,1920,Volcanic Activity,0.0
Costa Rica,1930,Volcanic Activity,0.0
Costa Rica,1940,Volcanic Activity,0.0
Costa Rica,1950,Volcanic Activity,0.0
Costa Rica,1960,Volcanic Activity,10.2
Costa Rica,1970,Volcanic Activity,0.2
Costa Rica,1980,Volcanic Activity,0.0
Costa Rica,1990,Volcanic Activity,0.0
Costa Rica,2000,Volcanic Activity,0.0
Costa Rica,2010,Volcanic Activity,0.0
Costa Rica,2020,Volcanic Activity,0.0
Cote d'Ivoire,1900,Volcanic Activity,0.0
Cote d'Ivoire,1910,Volcanic Activity,0.0
Cote d'Ivoire,1920,Volcanic Activity,0.0
Cote d'Ivoire,1930,Volcanic Activity,0.0
Cote d'Ivoire,1940,Volcanic Activity,0.0
Cote d'Ivoire,1950,Volcanic Activity,0.0
Cote d'Ivoire,1960,Volcanic Activity,0.0
Cote d'Ivoire,1970,Volcanic Activity,0.0
Cote d'Ivoire,1980,Volcanic Activity,0.0
Cote d'Ivoire,1990,Volcanic Activity,0.0
Cote d'Ivoire,2000,Volcanic Activity,0.0
Cote d'Ivoire,2010,Volcanic Activity,0.0
Cote d'Ivoire,2020,Volcanic Activity,0.0
Croatia,1900,Volcanic Activity,0.0
Croatia,1910,Volcanic Activity,0.0
Croatia,1920,Volcanic Activity,0.0
Croatia,1930,Volcanic Activity,0.0
Croatia,1940,Volcanic Activity,0.0
Croatia,1950,Volcanic Activity,0.0
Croatia,1960,Volcanic Activity,0.0
Croatia,1970,Volcanic Activity,0.0
Croatia,1980,Volcanic Activity,0.0
Croatia,1990,Volcanic Activity,0.0
Croatia,2000,Volcanic Activity,0.0
Croatia,2010,Volcanic Activity,0.0
Croatia,2020,Volcanic Activity,0.0
Cuba,1900,Volcanic Activity,0.0
Cuba,1910,Volcanic Activity,0.0
Cuba,1920,Volcanic Activity,0.0
Cuba,1930,Volcanic Activity,0.0
Cuba,1940,Volcanic Activity,0.0
Cuba,1950,Volcanic Activity,0.0
Cuba,1960,Volcanic Activity,0.0
Cuba,1970,Volcanic Activity,0.0
Cuba,1980,Volcanic Activity,0.0
Cuba,1990,Volcanic Activity,0.0
Cuba,2000,Volcanic Activity,0.0
Cuba,2010,Volcanic Activity,0.0
Cuba,2020,Volcanic Activity,0.0
Cyprus,1900,Volcanic Activity,0.0
Cyprus,1910,Volcanic Activity,0.0
Cyprus,1920,Volcanic Activity,0.0
Cyprus,1930,Volcanic Activity,0.0
Cyprus,1940,Volcanic Activity,0.0
Cyprus,1950,Volcanic Activity,0.0
Cyprus,1960,Volcanic Activity,0.0
Cyprus,1970,Volcanic Activity,0.0
Cyprus,1980,Volcanic Activity,0.0
Cyprus,1990,Volcanic Activity,0.0
Cyprus,2000,Volcanic Activity,0.0
Cyprus,2010,Volcanic Activity,0.0
Cyprus,2020,Volcanic Activity,0.0
Czechia,1900,Volcanic Activity,0.0
Czechia,1910,Volcanic Activity,0.0
Czechia,1920,Volcanic Activity,0.0
Czechia,1930,Volcanic Activity,0.0
Czechia,1940,Volcanic Activity,0.0
Czechia,1950,Volcanic Activity,0.0
Czechia,1960,Volcanic Activity,0.0
Czechia,1970,Volcanic Activity,0.0
Czechia,1980,Volcanic Activity,0.0
Czechia,1990,Volcanic Activity,0.0
Czechia,2000,Volcanic Activity,0.0
Czechia,2010,Volcanic Activity,0.0
Czechia,2020,Volcanic Activity,0.0
Czechoslovakia,1900,Volcanic Activity,0.0
Czechoslovakia,1910,Volcanic Activity,0.0
Czechoslovakia,1920,Volcanic Activity,0.0
Czechoslovakia,1930,Volcanic Activity,0.0
Czechoslovakia,1940,Volcanic Activity,0.0
Czechoslovakia,1950,Volcanic Activity,0.0
Czechoslovakia,1960,Volcanic Activity,0.0
Czechoslovakia,1970,Volcanic Activity,0.0
Czechoslovakia,1980,Volcanic Activity,0.0
Czechoslovakia,1990,Volcanic Activity,0.0
Czechoslovakia,2000,Volcanic Activity,0.0
Czechoslovakia,2010,Volcanic Activity,0.0
Czechoslovakia,2020,Volcanic Activity,0.0
Democratic Republic of Congo,1900,Volcanic Activity,0.0
Democratic Republic of Congo,1910,Volcanic Activity,0.0
Democratic Republic of Congo,1920,Volcanic Activity,0.0
Democratic Republic of Congo,1930,Volcanic Activity,0.0
Democratic Republic of Congo,1940,Volcanic Activity,0.0
Democratic Republic of Congo,1950,Volcanic Activity,0.0
Democratic Republic of Congo,1960,Volcanic Activity,0.0
Democratic Republic of Congo,1970,Volcanic Activity,14.7
Democratic Republic of Congo,1980,Volcanic Activity,0.0
Democratic Republic of Congo,1990,Volcanic Activity,0.0
Democratic Republic of Congo,2000,Volcanic Activity,20.0
Democratic Republic of Congo,2010,Volcanic Activity,0.0
Democratic Republic of Congo,2020,Volcanic Activity,6.4
Denmark,1900,Volcanic Activity,0.0
Denmark,1910,Volcanic Activity,0.0
Denmark,1920,Volcanic Activity,0.0
Denmark,1930,Volcanic Activity,0.0
Denmark,1940,Volcanic Activity,0.0
Denmark,1950,Volcanic Activity,0.0
Denmark,1960,Volcanic Activity,0.0
Denmark,1970,Volcanic Activity,0.0
Denmark,1980,Volcanic Activity,0.0
Denmark,1990,Volcanic Activity,0.0
Denmark,2000,Volcanic Activity,0.0
Denmark,2010,Volcanic Activity,0.0
Denmark,2020,Volcanic Activity,0.0
Djibouti,1900,Volcanic Activity,0.0
Djibouti,1910,Volcanic Activity,0.0
Djibouti,1920,Volcanic Activity,0.0
Djibouti,1930,Volcanic Activity,0.0
Djibouti,1940,Volcanic Activity,0.0
Djibouti,1950,Volcanic Activity,0.0
Djibouti,1960,Volcanic Activity,0.0
Djibouti,1970,Volcanic Activity,0.0
Djibouti,1980,Volcanic Activity,0.0
Djibouti,1990,Volcanic Activity,0.0
Djibouti,2000,Volcanic Activity,0.0
Djibouti,2010,Volcanic Activity,0.0
Djibouti,2020,Volcanic Activity,0.0
Dominica,1900,Volcanic Activity,0.0
Dominica,1910,Volcanic Activity,0.0
Dominica,1920,Volcanic Activity,0.0
Dominica,1930,Volcanic Activity,0.0
Dominica,1940,Volcanic Activity,0.0
Dominica,1950,Volcanic Activity,0.0
Dominica,1960,Volcanic Activity,0.0
Dominica,1970,Volcanic Activity,0.0
Dominica,1980,Volcanic Activity,0.0
Dominica,1990,Volcanic Activity,0.0
Dominica,2000,Volcanic Activity,0.0
Dominica,2010,Volcanic Activity,0.0
Dominica,2020,Volcanic Activity,0.0
Dominican Republic,1900,Volcanic Activity,0.0
Dominican Republic,1910,Volcanic Activity,0.0
Dominican Republic,1920,Volcanic Activity,0.0
Dominican Republic,1930,Volcanic Activity,0.0
Dominican Republic,1940,Volcanic Activity,0.0
Dominican Republic,1950,Volcanic Activity,0.0
Dominican Republic,1960,Volcanic Activity,0.0
Dominican Republic,1970,Volcanic Activity,0.0
Dominican Republic,1980,Volcanic Activity,0.0
Dominican Republic,1990,Volcanic Activity,0.0
Dominican Republic,2000,Volcanic Activity,0.0
Dominican Republic,2010,Volcanic Activity,0.0
Dominican Republic,2020,Volcanic Activity,0.0
East Germany,1900,Volcanic Activity,0.0
East Germany,1910,Volcanic Activity,0.0
East Germany,1920,Volcanic Activity,0.0
East Germany,1930,Volcanic Activity,0.0
East Germany,1940,Volcanic Activity,0.0
East Germany,1950,Volcanic Activity,0.0
East Germany,1960,Volcanic Activity,0.0
East Germany,1970,Volcanic Activity,0.0
East Germany,1980,Volcanic Activity,0.0
East Germany,1990,Volcanic Activity,0.0
East Germany,2000,Volcanic Activity,0.0
East Germany,2010,Volcanic Activity,0.0
East Germany,2020,Volcanic Activity,0.0
East Timor,1900,Volcanic Activity,0.0
East Timor,1910,Volcanic Activity,0.0
East Timor,1920,Volcanic Activity,0.0
East Timor,1930,Volcanic Activity,0.0
East Timor,1940,Volcanic Activity,0.0
East Timor,1950,Volcanic Activity,0.0
East Timor,1960,Volcanic Activity,0.0
East Timor,1970,Volcanic Activity,0.0
East Timor,1980,Volcanic Activity,0.0
East Timor,1990,Volcanic Activity,0.0
East Timor,2000,Volcanic Activity,0.0
East Timor,2010,Volcanic Activity,0.0
East Timor,2020,Volcanic Activity,0.0
Ecuador,1900,Volcanic Activity,0.0
Ecuador,1910,Volcanic Activity,0.0
Ecuador,1920,Volcanic Activity,0.0
Ecuador,1930,Volcanic Activity,0.0
Ecuador,1940,Volcanic Activity,0.0
Ecuador,1950,Volcanic Activity,0.0
Ecuador,1960,Volcanic Activity,0.0
Ecuador,1970,Volcanic Activity,0.1
Ecuador,1980,Volcanic Activity,0.0
Ecuador,1990,Volcanic Activity,0.0
Ecuador,2000,Volcanic Activity,0.5
Ecuador,2010,Volcanic Activity,0.0
Ecuador,2020,Volcanic Activity,0.0
Egypt,1900,Volcanic Activity,0.0
Egypt,1910,Volcanic Activity,0.0
Egypt,1920,Volcanic Activity,0.0
Egypt,1930,Volcanic Activity,0.0
Egypt,1940,Volcanic Activity,0.0
Egypt,1950,Volcanic Activity,0.0
Egypt,1960,Volcanic Activity,0.0
Egypt,1970,Volcanic Activity,0.0
Egypt,1980,Volcanic Activity,0.0
Egypt,1990,Volcanic Activity,0.0
Egypt,2000,Volcanic Activity,0.0
Egypt,2010,Volcanic Activity,0.0
Egypt,2020,Volcanic Activity,0.0
El Salvador,1900,Volcanic Activity,0.0
El Salvador,1910,Volcanic Activity,0.0
El Salvador,1920,Volcanic Activity,0.0
El Salvador,1930,Volcanic Activity,0.0
El Salvador,1940,Volcanic Activity,0.0
El Salvador,1950,Volcanic Activity,0.0
El Salvador,1960,Volcanic Activity,0.0
El Salvador,1970,Volcanic Activity,0.0
El Salvador,1980,Volcanic Activity,0.0
El Salvador,1990,Volcanic Activity,0.0
El Salvador,2000,Volcanic Activity,0.2
El Salvador,2010,Volcanic Activity,0.0
El Salvador,2020,Volcanic Activity,0.0
Eritrea,1900,Volcanic Activity,0.0
Eritrea,1910,Volcanic Activity,0.0
Eritrea,1920,Volcanic Activity,0.0
Eritrea,1930,Volcanic Activity,0.0
Eritrea,1940,Volcanic Activity,0.0
Eritrea,1950,Volcanic Activity,0.0
Eritrea,1960,Volcanic Activity,0.0
Eritrea,1970,Volcanic Activity,0.0
Eritrea,1980,Volcanic Activity,0.0
Eritrea,1990,Volcanic Activity,0.0
Eritrea,2000,Volcanic Activity,0.0
Eritrea,2010,Volcanic Activity,0.0
Eritrea,2020,Volcanic Activity,0.0
Estonia,1900,Volcanic Activity,0.0
Estonia,1910,Volcanic Activity,0.0
Estonia,1920,Volcanic Activity,0.0
Estonia,1930,Volcanic Activity,0.0
Estonia,1940,Volcanic Activity,0.0
Estonia,1950,Volcanic Activity,0.0
Estonia,1960,Volcanic Activity,0.0
Estonia,1970,Volcanic Activity,0.0
Estonia,1980,Volcanic Activity,0.0
Estonia,1990,Volcanic Activity,0.0
Estonia,2000,Volcanic Activity,0.0
Estonia,2010,Volcanic Activity,0.0
Estonia,2020,Volcanic Activity,0.0
Eswatini,1900,Volcanic Activity,0.0
Eswatini,1910,Volcanic Activity,0.0
Eswatini,1920,Volcanic Activity,0.0
Eswatini,1930,Volcanic Activity,0.0
Eswatini,1940,Volcanic Activity,0.0
Eswatini,1950,Volcanic Activity,0.0
Eswatini,1960,Volcanic Activity,0.0
Eswatini,1970,Volcanic Activity,0.0
Eswatini,1980,Volcanic Activity,0.0
Eswatini,1990,Volcanic Activity,0.0
Eswatini,2000,Volcanic Activity,0.0
Eswatini,2010,Volcanic Activity,0.0
Eswatini,2020,Volcanic Activity,0.0
Ethiopia,1900,Volcanic Activity,0.0
Ethiopia,1910,Volcanic Activity,0.0
Ethiopia,1920,Volcanic Activity,0.0
Ethiopia,1930,Volcanic Activity,0.0
Ethiopia,1940,Volcanic Activity,0.0
Ethiopia,1950,Volcanic Activity,0.0
Ethiopia,1960,Volcanic Activity,0.0
Ethiopia,1970,Volcanic Activity,6.4
Ethiopia,1980,Volcanic Activity,0.0
Ethiopia,1990,Volcanic Activity,0.0
Ethiopia,2000,Volcanic Activity,0.5
Ethiopia,2010,Volcanic Activity,0.0
Ethiopia,2020,Volcanic Activity,0.0
Europe,1900,Volcanic Activity,70.0
Europe,1910,Volcanic Activity,0.0
Europe,1920,Volcanic Activity,0.0
Europe,1930,Volcanic Activity,0.0
Europe,1940,Volcanic Activity,2.6
Europe,1950,Volcanic Activity,0.0
Europe,1960,Volcanic Activity,0.0
Europe,1970,Volcanic Activity,0.9
Europe,1980,Volcanic Activity,0.0
Europe,1990,Volcanic Activity,0.0
Europe,2000,Volcanic Activity,0.0
Europe,2010,Volcanic Activity,0.0
Europe,2020,Volcanic Activity,0.2
European Union (27),1900,Volcanic Activity,70.0
European Union (27),1910,Volcanic Activity,0.0
European Union (27),1920,Volcanic Activity,0.0
European Union (27),1930,Volcanic Activity,0.0
European Union (27),1940,Volcanic Activity,2.6
European Union (27),1950,Volcanic Activity,0.0
European Union (27),1960,Volcanic Activity,0.0
European Union (27),1970,Volcanic Activity,0.9
European Union (27),1980,Volcanic Activity,0.0
European Union (27),1990,Volcanic Activity,0.0
European Union (27),2000,Volcanic Activity,0.0
European Union (27),2010,Volcanic Activity,0.0
European Union (27),2020,Volcanic Activity,0.2
Fiji,1900,Volcanic Activity,0.0
Fiji,1910,Volcanic Activity,0.0
Fiji,1920,Volcanic Activity,0.0
Fiji,1930,Volcanic Activity,0.0
Fiji,1940,Volcanic Activity,0.0
Fiji,1950,Volcanic Activity,0.0
Fiji,1960,Volcanic Activity,0.0
Fiji,1970,Volcanic Activity,0.0
Fiji,1980,Volcanic Activity,0.0
Fiji,1990,Volcanic Activity,0.0
